"Name","Release","Developer","Publisher","Rating","Genre","Critics_Score","Number_Critics","Number_Critics_Pos","Number_Critics_Mixed","Number_Critics_Negative","User_score","Number_User","Number_User_Pos","Number_User_Mixed","Number_User_Negative","url","image","Mean_score","colour"
"Phalanx","2001-12-27","Kemco","Kemco","Rated E","Shooter",71,8,4,4,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/phalanx/","https://www.metacritic.com/a/img/resize/27b4c04c4380fb5b0007fac591b40be9b1e8da1c/catalog/provider/6/3/6-1-15453-13.jpg?auto=webp&fit=cover&height=132&width=88",7.1,"Mixed"
"Game & Watch Gallery 4","2002-10-28","TOSE","Nintendo","Rated E","Board and arcade",71,14,7,6,1,7,4,2,2,0,"https://www.metacritic.com/game/game-and-watch-gallery-4/","https://www.metacritic.com/a/img/resize/10e4dc3cfd1ac391eb6fca64c8590debe221999c/catalog/provider/6/3/6-1-18269-13.jpg?auto=webp&fit=cover&height=132&width=88",7.05,"Mixed"
"Madden NFL 06","2005-11-16","EA Tiburon","Electronic Arts","Rated E","Sports",74,48,27,19,2,4.2,28,4,7,17,"https://www.metacritic.com/game/madden-nfl-06/","https://www.metacritic.com/a/img/resize/a263bb338db1c47b1a7b6b9fda796b92285fbb1f/catalog/provider/6/3/6-1-67178-13.jpg?auto=webp&fit=cover&height=132&width=88",5.8,"Mixed"
"Rampage: Puzzle Attack","2001-11-29","Ninai Games","Midway","Rated E","Puzzle",71,11,6,5,0,7.6,5,3,1,1,"https://www.metacritic.com/game/rampage-puzzle-attack/","https://www.metacritic.com/a/img/resize/5259927b4169e7f5b7f09ae3b55f97d490171d19/catalog/provider/6/3/6-1-15831-13.jpg?auto=webp&fit=cover&height=132&width=88",7.35,"Mixed"
"Mat Hoffman's Pro BMX","2001-05-14","Shaba Games","Activision","Rated E","Sports",80,15,14,1,0,7.8,16,9,7,0,"https://www.metacritic.com/game/mat-hoffmans-pro-bmx/","https://www.metacritic.com/a/img/resize/eecb999732c5af119e01fcb16b0c2dc0bb814221/catalog/provider/6/3/6-1-9878-13.jpg?auto=webp&fit=cover&height=132&width=88",7.9,"Good"
"Teenage Mutant Ninja Turtles (Game Boy Advance)","2003-10-31","Konami","Konami","Rated E","Fighting",71,16,6,10,0,7.9,10,7,2,1,"https://www.metacritic.com/game/teenage-mutant-ninja-turtles-game-boy-advance/","https://www.metacritic.com/a/img/resize/b47cf163aa65d172d1f86f74a2aa3cb96fe6f398/catalog/provider/6/3/6-1-52203-13.jpg?auto=webp&fit=cover&height=132&width=88",7.5,"Good"
"Zone of the Enders: The Fist of Mars","2002-02-26","WinkySoft","Konami","Rated E","Strategy",71,12,5,6,1,7.9,12,8,2,2,"https://www.metacritic.com/game/zone-of-the-enders-the-fist-of-mars/","https://www.metacritic.com/a/img/resize/5af082cfbcabbd91eabb642751894d4727b42fce/catalog/provider/6/3/6-1-14863-13.jpg?auto=webp&fit=cover&height=132&width=88",7.5,"Good"
"Eragon","2006-11-14","Stormfront Studios","Sierra Entertainment","Rated T","Fighting",48,32,1,16,15,6.6,9,4,2,3,"https://www.metacritic.com/game/eragon/","https://www.metacritic.com/a/img/resize/dff2df3a889badede05ec9c500554abcc0b064bd/catalog/provider/6/3/6-1-74904-13.jpg?auto=webp&fit=cover&height=132&width=88",5.7,"Mixed"
"Ultimate Muscle: The Kinnikuman Legacy - The Path of the Superhero","2003-06-05","ShunDa","Bandai","Rated T","Fighting",70,11,5,6,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/ultimate-muscle-the-kinnikuman-legacy-the-path/","https://www.metacritic.com/a/img/resize/0f7d08385e1c76490c42392840d74f9608c859d8/catalog/provider/6/3/6-1-52488-13.jpg?auto=webp&fit=cover&height=132&width=88",7,"Mixed"
"Madden NFL 2004","2003-08-12","EA Tiburon","Electronic Arts","Rated E","Sports",94,29,27,2,0,7,37,23,6,8,"https://www.metacritic.com/game/madden-nfl-2004/","https://www.metacritic.com/a/img/resize/625af95a6a089ed719f0a21ecaa5a37918213da4/catalog/provider/6/3/6-1-52623-13.jpg?auto=webp&fit=cover&height=132&width=88",8.2,"Good"
"Contra III: The Alien Wars","2002-11-03","TOSE","Konami","Rated E","Platformer",70,16,5,11,0,7.9,10,8,1,1,"https://www.metacritic.com/game/contra-iii-the-alien-wars/","https://www.metacritic.com/a/img/resize/e45c6460fe22423cd63f992ec74db8f415773c02/catalog/provider/6/3/6-1-18263-13.jpg?auto=webp&fit=cover&height=132&width=88",7.45,"Mixed"
"Wing Commander: Prophecy","2003-06-04","Raylight Studios","Destination Software","Rated T","Simulation",70,8,2,6,0,9.2,5,5,0,0,"https://www.metacritic.com/game/wing-commander-prophecy/","https://www.metacritic.com/a/img/resize/fd0ee0069d8588da50d565e716c2dee374f7c3cf/catalog/provider/6/3/6-1-286-13.jpg?auto=webp&fit=cover&height=132&width=88",8.1,"Good"
"Turbo Turtle Adventure","2002-10-07","Iridon Interactive AB","Majesco","Rated E","Puzzle",70,8,4,4,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/turbo-turtle-adventure/","https://www.metacritic.com/a/img/resize/61350858f159ae556e67fc1ce2d89addc9fb9dfd/catalog/provider/6/3/6-1-18046-13.jpg?auto=webp&fit=cover&height=132&width=88",7,"Mixed"
"Pirates of the Caribbean: Dead Man's Chest","2006-06-27","Griptonite Games","Disney Interactive","Rated T","Action/Adventure",52,34,3,16,15,7.5,6,5,0,1,"https://www.metacritic.com/game/pirates-of-the-caribbean-dead-mans-chest/","https://www.metacritic.com/a/img/resize/f8e6577c09de05ff69d6d26e60adcb1f05fbc913/catalog/provider/6/3/6-1-67229-13.jpg?auto=webp&fit=cover&height=132&width=88",6.35,"Mixed"
"DK: King of Swing","2005-09-19","Paon Corporation","Nintendo","Rated E","Platformer",70,30,10,17,3,7,5,2,2,1,"https://www.metacritic.com/game/dk-king-of-swing/","https://www.metacritic.com/a/img/resize/35d16c2952f5d10ea2dbf1e7b87ea8104e6934e5/catalog/provider/6/3/6-1-60660-13.jpg?auto=webp&fit=cover&height=132&width=88",7,"Mixed"
"Gekido Advance: Kintaro's Revenge","2003-11-25","Naps Team","Zoo Digital Publishing","Rated T","Fighting",70,7,4,2,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/gekido-advance-kintaros-revenge/","https://www.metacritic.com/a/img/resize/ed8ce6170f45018b0a1f838e6e71d398ade82eca/catalog/provider/6/3/6-1-16516-13.jpg?auto=webp&fit=cover&height=132&width=88",7,"Mixed"
"Sega Arcade Gallery","2003-05-21","Bits Studios","THQ","Rated E","Board and arcade",70,12,6,4,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/sega-arcade-gallery/","https://www.metacritic.com/a/img/resize/13cd4290b938b29d2c27c810440fe465993efd17/catalog/provider/6/3/6-1-52105-13.jpg?auto=webp&fit=cover&height=132&width=88",7,"Mixed"
"Columns Crown","2002-02-04","Wow Entertainment","THQ","Rated E","Puzzle",70,10,4,5,1,7,4,2,1,1,"https://www.metacritic.com/game/columns-crown/","https://www.metacritic.com/a/img/resize/0603928623ae218adf3080bc86b29f3c1b398e16/catalog/provider/6/3/6-1-16129-13.jpg?auto=webp&fit=cover&height=132&width=88",7,"Mixed"
"CIMA: The Enemy","2003-11-17","Neverland","Natsume","Rated E","RPG",70,11,4,7,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/cima-the-enemy/","https://www.metacritic.com/a/img/resize/df3cc99eec258eea190939f0a3d90fe4c11f1d0b/catalog/provider/6/3/6-1-54976-13.jpg?auto=webp&fit=cover&height=132&width=88",7,"Mixed"
"ESPN Final Round Golf 2002","2001-08-28","Konami Computer Entertainment Nagoya","Konami","Rated E","Sports",70,10,3,7,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/espn-final-round-golf-2002/","https://www.metacritic.com/a/img/resize/c0dc32fde0ee3a81be58aa7f417fd5f23dec7eb0/catalog/provider/6/3/6-1-15080-13.jpg?auto=webp&fit=cover&height=132&width=88",7,"Mixed"
"Monster House","2006-07-18","Artificial Mind and Movement","THQ","Rated E +10","Action/Adventure",59,27,5,17,5,5.6,8,3,2,3,"https://www.metacritic.com/game/monster-house/","https://www.metacritic.com/a/img/resize/2f2680de669e87282f83b86dc7f65e0137705eab/catalog/provider/6/3/6-1-72542-13.jpg?auto=webp&fit=cover&height=132&width=88",5.75,"Mixed"
"Disney's Cinderella: Magical Dreams","2005-09-20","Culture Brain","Disney Interactive","Rated E","Platformer",69,7,3,3,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/disneys-cinderella-magical-dreams/","https://www.metacritic.com/a/img/resize/e609c411f1cfba474a1f4b69c7b1d67cf13bbfe3/catalog/provider/6/3/6-1-65221-13.jpg?auto=webp&fit=cover&height=132&width=88",6.9,"Mixed"
"Dragon Ball GT: Transformation","2005-08-09","Webfoot Technologies","Atari SA","Rated E +10","Fighting",69,12,5,6,1,6.3,20,5,12,3,"https://www.metacritic.com/game/dragon-ball-gt-transformation/","https://www.metacritic.com/a/img/resize/722ca0a12d6ce6a69719e23cec24fed5dc716fab/catalog/provider/6/3/6-1-61591-13.jpg?auto=webp&fit=cover&height=132&width=88",6.6,"Mixed"
"The Sum of All Fears","2002-05-28","Red Storm Entertainment","Ubisoft","Rated T","Shooter",72,19,9,9,1,7,11,4,6,1,"https://www.metacritic.com/game/the-sum-of-all-fears/","https://www.metacritic.com/a/img/resize/a807b62eb3200483e7f5700acb02167bb007eac5/catalog/provider/6/3/6-1-17336-13.jpg?auto=webp&fit=cover&height=132&width=88",7.1,"Mixed"
"Motocross Maniacs Advance","2002-03-21","Konami","Konami","Rated E","Racing",69,11,4,7,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/motocross-maniacs-advance/","https://www.metacritic.com/a/img/resize/59a7a13bb6d2d1fdbff7fbece121742309a71a00/catalog/provider/6/3/6-1-16156-13.jpg?auto=webp&fit=cover&height=132&width=88",6.9,"Mixed"
"Harry Potter and the Prisoner of Azkaban (2004)","2004-05-25","Griptonite Games","Electronic Arts","Rated E","RPG",69,11,5,6,0,8.1,18,12,5,1,"https://www.metacritic.com/game/harry-potter-and-the-prisoner-of-azkaban-2004/","https://www.metacritic.com/a/img/resize/9a6ba4b5d033b1a1e4a9162b56e4a7027620e437/catalog/provider/6/3/6-1-58039-13.jpg?auto=webp&fit=cover&height=132&width=88",7.5,"Good"
"Prehistorik Man","2001-10-16","Titus Software","Titus Software","Rated E","Platformer",69,11,8,3,0,8,5,4,0,1,"https://www.metacritic.com/game/prehistorik-man/","https://www.metacritic.com/a/img/resize/afad2e1d6d5ffd2c7d5d910fd8537086a2e3bc4e/catalog/provider/6/3/6-1-14753-13.jpg?auto=webp&fit=cover&height=132&width=88",7.45,"Mixed"
"Duel Masters: Sempai Legends","2004-06-01","Mistic Software","Atari SA","Rated E","Board and arcade",69,19,8,9,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/duel-masters-sempai-legends/","https://www.metacritic.com/a/img/resize/93e74f0f36e488d7ea78bd317f2d58463b978cbe/catalog/provider/6/3/6-1-55374-13.jpg?auto=webp&fit=cover&height=132&width=88",6.9,"Mixed"
"Sonic Battle","2004-01-05","Sonic Team","THQ","Rated E","Fighting",69,28,12,13,3,8,56,34,18,4,"https://www.metacritic.com/game/sonic-battle/","https://www.metacritic.com/a/img/resize/9e0f2bf283994a483d6f41b4d8722ef7dc0b7cbf/catalog/provider/6/3/6-1-53144-13.jpg?auto=webp&fit=cover&height=132&width=88",7.45,"Mixed"
"Disney's Tarzan: Return to the Jungle","2002-09-14","Digital Eclipse","Activision","Rated E","Platformer",68,8,1,6,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/disneys-tarzan-return-to-the-jungle/","https://www.metacritic.com/a/img/resize/384dfc15d2259aa83a58d657dab385d2ad24d8e9/catalog/provider/6/3/6-1-18159-13.jpg?auto=webp&fit=cover&height=132&width=88",6.8,"Mixed"
"Batman: Vengeance","2001-10-23","Ubisoft","Ubisoft","Rated T","Action/Adventure",68,19,4,15,0,6.9,10,4,3,3,"https://www.metacritic.com/game/batman-vengeance/","https://www.metacritic.com/a/img/resize/5c79e24ebcef2d454e10f9481a12c575de876c47/catalog/provider/6/3/6-1-13524-13.jpg?auto=webp&fit=cover&height=132&width=88",6.85,"Mixed"
"Dr. Sudoku","2006-05-03","Success","Mastiff","Rated E","Puzzle",68,10,4,6,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/dr-sudoku/","https://www.metacritic.com/a/img/resize/67fe87a86c8b902873bc1b72d7e226183308abf2/catalog/provider/6/3/6-1-72064-13.jpg?auto=webp&fit=cover&height=132&width=88",6.8,"Mixed"
"Mega Man Battle Network 4: Red Sun","2004-06-29","Capcom","Capcom","Rated E","RPG",68,19,9,10,0,6,24,11,6,7,"https://www.metacritic.com/game/mega-man-battle-network-4-red-sun/","https://www.metacritic.com/a/img/resize/7123cb11637b283f697548ed1c10ee74dbd659e4/catalog/provider/6/3/6-1-57465-13.jpg?auto=webp&fit=cover&height=132&width=88",6.4,"Mixed"
"Jazz Jackrabbit","2003-01-03","Game Titan","Jaleco Entertainment","Rated E","Platformer",68,9,2,7,0,4.2,5,1,1,3,"https://www.metacritic.com/game/jazz-jackrabbit/","https://www.metacritic.com/a/img/resize/0513154fa92d7e641e205ee11ebd776f8fe185bd/catalog/provider/6/3/6-1-19280-13.jpg?auto=webp&fit=cover&height=132&width=88",5.5,"Mixed"
"Grand Theft Auto (Game Boy Advance)","2004-10-26","Digital Eclipse","Rockstar Games","Rated M","Action/Adventure",68,33,13,16,4,3.6,76,22,12,42,"https://www.metacritic.com/game/grand-theft-auto-game-boy-advance/","https://www.metacritic.com/a/img/resize/4ae84b02f32a6a8b772fe48840b798a12fdb7667/catalog/provider/6/3/6-1-4052-13.jpg?auto=webp&fit=cover&height=132&width=88",5.2,"Mixed"
"Yu-Gi-Oh! World Championship Tournament 2004","2004-02-10","KCEJ","Konami","Rated E","Board and arcade",68,18,6,11,1,6.8,10,4,5,1,"https://www.metacritic.com/game/yu-gi-oh-world-championship-tournament-2004/","https://www.metacritic.com/a/img/resize/acd8080a7105b4ed771cda1b9b8123a4317ce2d4/catalog/provider/6/3/6-1-58162-13.jpg?auto=webp&fit=cover&height=132&width=88",6.8,"Mixed"
"Marvel's The Invincible Iron Man","2002-12-15","Torus Games","Activision","Rated E","Platformer",68,9,1,7,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/the-invincible-iron-man/","https://www.metacritic.com/a/img/resize/04eeb54fc89f2b0e6d492a9cfa9e71af8f945e77/catalog/provider/6/3/6-1-19282-13.jpg?auto=webp&fit=cover&height=132&width=88",6.8,"Mixed"
"Banjo-Pilot","2005-01-12","Rare Ltd.","THQ","Rated E","Racing",68,22,5,17,0,5.8,12,3,7,2,"https://www.metacritic.com/game/banjo-pilot/","https://www.metacritic.com/a/img/resize/7e164fbb860b42522084d2d4e742c7a59dc05792/catalog/provider/6/3/6-1-14052-13.jpg?auto=webp&fit=cover&height=132&width=88",6.3,"Mixed"
"Tom Clancy's Splinter Cell: Pandora Tomorrow","2004-03-23","Ubisoft Shanghai","Ubisoft","Rated T","Action/Adventure",93,74,74,0,0,8.4,86,69,13,4,"https://www.metacritic.com/game/tom-clancys-splinter-cell-pandora-tomorrow/","https://www.metacritic.com/a/img/resize/fadd72ead61973c8c27b697d654d05172098318e/catalog/provider/6/3/6-1-54119-13.jpg?auto=webp&fit=cover&height=132&width=88",8.85,"Good"
"Driven","2002-03-30","Bam Entertainment","Bam Entertainment","Rated T","Racing",55,12,2,8,2,8.5,4,3,0,1,"https://www.metacritic.com/game/driven/","https://www.metacritic.com/a/img/resize/6974d2fc2f49470ea0c01741e0856d57263083d3/catalog/provider/6/3/6-1-13567-13.jpg?auto=webp&fit=cover&height=132&width=88",7,"Mixed"
"Sea Trader: Rise of Taipan","2003-01-03","Jaleco Entertainment","Jaleco Entertainment","Rated T","Strategy",68,7,1,6,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/sea-trader-rise-of-taipan/","https://www.metacritic.com/a/img/resize/48d24b63f8335cb5916b4cf4b7164c18775f02cc/catalog/provider/6/3/6-1-44216-13.jpg?auto=webp&fit=cover&height=132&width=88",6.8,"Mixed"
"Sigma Star Saga","2005-08-16","WayForward","Namco","Rated E +10","RPG",68,34,11,21,2,9.6,5,5,0,0,"https://www.metacritic.com/game/sigma-star-saga/","https://www.metacritic.com/a/img/resize/852e02ed4788200982ea2086c75f512247eebde3/catalog/provider/6/3/6-1-65130-13.jpg?auto=webp&fit=cover&height=132&width=88",8.2,"Good"
"Tron 2.0","2003-08-26","Monolith Productions","Disney Interactive","Rated T","Action/Adventure",84,39,33,6,0,8.2,75,61,10,4,"https://www.metacritic.com/game/tron-2-0/","https://www.metacritic.com/a/img/resize/4b779f726f30b5645b5ff445ad3d8d78ead284cc/catalog/provider/6/12/6-1-15086-17.jpg?auto=webp&fit=cover&height=132&width=88",8.3,"Good"
"MotoGP","2002-05-19","Climax Studios","THQ","Rated E","Racing",84,18,17,1,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/motogp/","https://www.metacritic.com/a/img/resize/05753d710e17804c2208284458401ac051c7aff7/catalog/provider/6/3/6-1-11361-13.jpg?auto=webp&fit=cover&height=132&width=88",8.4,"Good"
"Guilty Gear X Advance Edition","2002-08-29","Arc System Works","Sammy Studios","Rated T","Fighting",67,14,5,8,1,4.7,7,1,4,2,"https://www.metacritic.com/game/guilty-gear-x-advance-edition/","https://www.metacritic.com/a/img/resize/8b11618d4089d3db8831a29abbec897fa5082ee8/catalog/provider/6/3/6-1-15322-13.jpg?auto=webp&fit=cover&height=132&width=88",5.7,"Mixed"
"Mega Man Battle Network 4: Blue Moon","2004-06-29","Capcom","Capcom","Rated E","RPG",67,18,6,12,0,6.6,23,11,7,5,"https://www.metacritic.com/game/mega-man-battle-network-4-blue-moon/","https://www.metacritic.com/a/img/resize/83949979f5939533b8f342d73754a1a9bca2f353/catalog/provider/6/3/6-1-57468-13.jpg?auto=webp&fit=cover&height=132&width=88",6.65,"Mixed"
"Planet Monsters","2001-12-06","Planet Interactive","Titus Software","Rated E","Puzzle",67,9,3,6,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/planet-monsters/","https://www.metacritic.com/a/img/resize/4673a82ce5b3b5de017053721fa5e56ac0915479/catalog/provider/6/3/6-1-16530-13.jpg?auto=webp&fit=cover&height=132&width=88",6.7,"Mixed"
"The Lord of the Rings: The Third Age (2004)","2004-11-02","Griptonite Games","Electronic Arts","Rated T","Strategy",67,7,3,4,0,8.5,20,17,3,0,"https://www.metacritic.com/game/the-lord-of-the-rings-the-third-age-2004/","https://www.metacritic.com/a/img/resize/b0cd2f4bb7e95b4a3feeb3d83673db255aa23f31/catalog/provider/6/3/6-1-59882-13.jpg?auto=webp&fit=cover&height=132&width=88",7.6,"Good"
"F-14 Tomcat","2001-09-02","Virtucraft","Majesco","Rated E","Simulation",67,8,2,4,2,7.5,4,3,0,1,"https://www.metacritic.com/game/f-14-tomcat/","https://www.metacritic.com/a/img/resize/26312dee42d5d58f59f5c150d2c0f06b9d98b840/catalog/provider/6/3/6-1-13379-13.jpg?auto=webp&fit=cover&height=132&width=88",7.1,"Mixed"
"Wakeboarding Unleashed Featuring Shaun Murray","2003-06-10","Shaba Games","Activision","Rated E","Sports",80,23,20,3,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/wakeboarding-unleashed-featuring-shaun-murray/","https://www.metacritic.com/a/img/resize/c04fb296b69d7a67a9f15885f7cc57a9faff524e/catalog/provider/6/3/6-1-17227-13.jpg?auto=webp&fit=cover&height=132&width=88",8,"Good"
"Yu-Gi-Oh! Dungeon Dice Monsters","2003-02-12","Konami","Konami","Rated E","Board and arcade",67,9,4,3,2,7.2,9,3,5,1,"https://www.metacritic.com/game/yu-gi-oh-dungeon-dice-monsters/","https://www.metacritic.com/a/img/resize/212dcf5ec876148b4874546accbcbba35a623e1c/catalog/provider/6/3/6-1-13114-13.jpg?auto=webp&fit=cover&height=132&width=88",6.95,"Mixed"
"Pokemon Mystery Dungeon: Red Rescue Team","2006-09-18","ChunSoft","Nintendo","Rated E","RPG",67,17,7,8,2,8,163,118,32,13,"https://www.metacritic.com/game/pokemon-mystery-dungeon-red-rescue-team/","https://www.metacritic.com/a/img/resize/71d4dfdc94b7a9d31d3eeb146471dfcdfd51e2e7/catalog/provider/6/3/6-1-70333-13.jpg?auto=webp&fit=cover&height=132&width=88",7.35,"Mixed"
"Mega Man Battle Network 5: Team Protoman","2005-06-21","Capcom","Capcom","Rated E","RPG",67,14,2,12,0,6.1,26,14,4,8,"https://www.metacritic.com/game/mega-man-battle-network-5-team-protoman/","https://www.metacritic.com/a/img/resize/eb0bb887777cca3127325a0e2122c9076b8cc880/catalog/provider/6/12/6-1-611951-52.jpg?auto=webp&fit=cover&height=132&width=88",6.4,"Mixed"
"Blackthorne","2003-09-17","Mass Media","Blizzard Classic Arcade","Rated T","Platformer",67,10,3,6,1,7.8,13,10,2,1,"https://www.metacritic.com/game/blackthorne/","https://www.metacritic.com/a/img/resize/a3ee1f1bf7b0a4dd19a1abf6bec5ec849753f500/catalog/provider/6/3/6-1-19309-13.jpg?auto=webp&fit=cover&height=132&width=88",7.25,"Mixed"
"Crash Bandicoot Purple: Ripto's Rampage","2004-06-03","Vicarious Visions","VU Games","Rated E","Board and arcade",67,23,7,14,2,5.8,37,11,15,11,"https://www.metacritic.com/game/crash-bandicoot-purple-riptos-rampage/","https://www.metacritic.com/a/img/resize/f2bcfee6ad5581374470d1d4fb33b5148fd89367/catalog/provider/6/3/6-1-58617-13.jpg?auto=webp&fit=cover&height=132&width=88",6.25,"Mixed"
"Capcom Classics Mini Mix","2006-09-19","Sensory Sweep","Capcom","Rated T","Board and arcade",66,8,3,4,1,8,4,2,2,0,"https://www.metacritic.com/game/capcom-classics-mini-mix/","https://www.metacritic.com/a/img/resize/a8edb7fd3f18f500316baca917684abd5476e456/catalog/provider/6/3/6-1-76437-13.jpg?auto=webp&fit=cover&height=132&width=88",7.3,"Mixed"
"WTA Tour Tennis","2002-03-26","Konami","Konami","Rated E","Sports",50,9,0,6,3,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/wta-tour-tennis/","https://www.metacritic.com/a/img/resize/69ff6d0756dab3eae0c3f96ab9978563f58cc0d6/catalog/provider/6/3/6-1-12977-13.jpg?auto=webp&fit=cover&height=132&width=88",5,"Bad"
"Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005","2005-02-15","Konami","Konami","Rated E","Board and arcade",66,10,2,6,2,8.6,8,6,2,0,"https://www.metacritic.com/game/yu-gi-oh-7-trials-to-glory-world-championship-to/","https://www.metacritic.com/a/img/resize/6957cce7285c4a1d2fee2228f90c930570c95870/catalog/provider/6/3/6-1-65200-13.jpg?auto=webp&fit=cover&height=132&width=88",7.6,"Good"
"Dr. Mario","2004-10-25","Nintendo","Nintendo","Rated E","Puzzle",66,10,3,5,2,8.4,9,8,1,0,"https://www.metacritic.com/game/dr-mario/","https://www.metacritic.com/a/img/resize/7a4e886cc670af7c0961692bbb7462029332ebc9/catalog/provider/6/3/6-1-59594-13.jpg?auto=webp&fit=cover&height=132&width=88",7.5,"Good"
"SSX Tricky","2001-11-05","EA Canada","Electronic Arts","Rated E","Sports",92,33,33,0,0,8.7,103,91,7,5,"https://www.metacritic.com/game/ssx-tricky/","https://www.metacritic.com/a/img/resize/278d0bebbff285172925c3087db725f2b3ca2cf2/catalog/provider/6/3/6-1-12964-13.jpg?auto=webp&fit=cover&height=132&width=88",8.95,"Good"
"Excitebike","2004-06-02","Nintendo","Nintendo","Rated E","Racing",66,12,3,8,1,7.8,4,2,2,0,"https://www.metacritic.com/game/excitebike/","https://www.metacritic.com/a/img/resize/0fd9d9fc67f4fb6fdcd02aba9c0bbc95a1c11e74/catalog/provider/6/3/6-1-58462-13.jpg?auto=webp&fit=cover&height=132&width=88",7.2,"Mixed"
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","2005-11-14","Traveller's Tales","Disney Interactive","Rated T","Action/Adventure",68,36,10,25,1,8,19,11,7,1,"https://www.metacritic.com/game/the-chronicles-of-narnia-the-lion-the-witch-and/","https://www.metacritic.com/a/img/resize/89b7459905b17fe512fc37937b47354992b7a6c9/catalog/provider/6/3/6-1-66031-13.jpg?auto=webp&fit=cover&height=132&width=88",7.4,"Mixed"
"Duel Masters: Kaijudo Showdown","2004-11-16","Mistic Software","Atari SA","Rated E","Board and arcade",66,10,3,6,1,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/duel-masters-kaijudo-showdown/","https://www.metacritic.com/a/img/resize/f2ee3188097152cf69092d5d0eb76188e8b3019a/catalog/provider/6/3/6-1-58055-13.jpg?auto=webp&fit=cover&height=132&width=88",6.6,"Mixed"
"Ice Climber","2004-06-02","Nintendo","Nintendo","Rated E","Platformer",66,12,4,7,1,7.8,6,4,2,0,"https://www.metacritic.com/game/ice-climber/","https://www.metacritic.com/a/img/resize/561fb58496b64dee5a384cc71e3c27d07cbc98b5/catalog/provider/6/3/6-1-58458-13.jpg?auto=webp&fit=cover&height=132&width=88",7.2,"Mixed"
"Juka and the Monophonic Menace","2006-10-24","Orbital Media, Inc.","SouthPeak Games","Rated E","Action/Adventure",66,15,5,8,2,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/juka-and-the-monophonic-menace/","https://www.metacritic.com/a/img/resize/f69e5d8bcd3c5832855ddc3eba8b7f222829242f/catalog/provider/6/3/6-1-69063-13.jpg?auto=webp&fit=cover&height=132&width=88",6.6,"Mixed"
"Mega Man Battle Network 5: Team Colonel","2005-06-21","Capcom","Capcom","Rated E","RPG",66,11,0,11,0,6.9,20,11,5,4,"https://www.metacritic.com/game/mega-man-battle-network-5-team-colonel/","https://www.metacritic.com/a/img/resize/94dbe7875bea2bb3a18a36dce338faee10072318/catalog/provider/6/12/6-1-611950-52.jpg?auto=webp&fit=cover&height=132&width=88",6.75,"Mixed"
"Lara Croft - Tomb Raider: The Prophecy","2002-11-12","Ubisoft Milan","Ubisoft","Rated T","Action/Adventure",66,20,7,9,4,7.4,10,7,1,2,"https://www.metacritic.com/game/lara-croft-tomb-raider-the-prophecy/","https://www.metacritic.com/a/img/resize/bfbdf37a44ad2f35d7e2017b4ac313624ae2de56/catalog/provider/6/3/6-1-19429-13.jpg?auto=webp&fit=cover&height=132&width=88",7,"Mixed"
"Pitfall: The Lost Expedition (2004)","2004-02-18","Torus Games","Activision","Rated E","Platformer",66,13,1,12,0,NA,NA,NA,NA,NA,"https://www.metacritic.com/game/pitfall-the-lost-expedition-2004/","https://www.metacritic.com/a/img/resize/ab19a5cddfb505d737c3ab722494e8f32dcbeca4/catalog/provider/6/3/6-1-52248-13.jpg?auto=webp&fit=cover&height=132&width=88",6.6,"Mixed"
"Freekstyle","2002-06-17","Page 44 Studios","Electronic Arts","Rated E","Racing",81,25,19,6,0,8.2,21,14,6,1,"https://www.metacritic.com/game/freekstyle/","https://www.metacritic.com/a/img/resize/f78109bc5011d2232edc8cecb8865767748b5263/catalog/provider/6/3/6-1-16080-13.jpg?auto=webp&fit=cover&height=132&width=88",8.15,"Good"
"Teenage Mutant Ninja Turtles 2: Battle Nexus","2004-10-19","KCE Studios","Konami","Rated T","Fighting",47,25,0,14,11,6.4,24,12,5,7,"https://www.metacritic.com/game/teenage-mutant-ninja-turtles-2-battle-nexus/","https://www.metacritic.com/a/img/resize/ae0b8882e4189199d3664dc6f693332a637b2f51/catalog/provider/6/3/6-1-60462-13.jpg?auto=webp&fit=cover&height=132&width=88",5.55,"Mixed"
